#Date;TrdTime;Contract;ContractType;TrdTyp;Currency;TesId;Prc;Qty;TrdInd;Aggressor;Buy;Sell;Exch;InstrumentId;RelatedProdId;PrcDecomp
18.03.2025;14:43:55.572;2FE SI 20250619 PS AM P 320.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;14;3.31550000;100;EXCHANGE_LAST;;1;1;XEUR;9533685;57129;
18.03.2025;14:43:56.270;2FE SI 20251218 PS AM P 340.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;15;13.91550000;100;EXCHANGE_LAST;;1;1;XEUR;12424359;57129;
18.03.2025;13:46:11.396;A2SG SI 20250620 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;129;1.42000000;1000;EXCHANGE_LAST;;2;1;XEUR;10827627;14;
18.03.2025;17:02:08.573;A2SM SI 20261218 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;227;7.90000000;54;EXCHANGE_LAST;;1;1;XEUR;6796961;15;
18.03.2025;14:42:33.989;A3NN SI 20251219 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;157;1.16000000;500;EXCHANGE_LAST;;1;2;XEUR;7365514;464375;
18.03.2025;12:49:37.759;AALG SI 20250321 CS;SIMPLE_INSTRUMENT;BLOCK;GBX;105;2383.00000000;232;EXCHANGE_LAST;;1;1;XEUR;10692093;23;
18.03.2025;12:07:38.518;ABBG SI 20250321 CS;SIMPLE_INSTRUMENT;BLOCK;CHF;71;49.60000000;5500;EXCHANGE_LAST;;1;1;XEUR;10736154;574520;
18.03.2025;12:39:46.976;ABBG.S.MAR25.JUN25.SPD;FUTURES_SPREAD;BLOCK;CHF;94;0.53000000;2000;EXCHANGE_LAST;;1;1;XEUR;74525138648825909;574520;
18.03.2025;12:39:46.976;ABBG SI 20250620 CS;SIMPLE_INSTRUMENT;BLOCK;CHF;94;48.74530000;2000;PRC_DECOMP_EXCHANGE;;;;XEUR;11209548;574520;EXCHANGE
18.03.2025;12:39:46.976;ABBG SI 20250321 CS;SIMPLE_INSTRUMENT;BLOCK;CHF;94;49.27530000;2000;PRC_DECOMP_EXCHANGE;;;;XEUR;10736154;574520;EXCHANGE
18.03.2025;11:40:14.057;ADEN SI 20250321 PS AM C 29.50 0;SIMPLE_INSTRUMENT;BLOCK;CHF;30;0.43000000;677;EXCHANGE_LAST;;1;1;XEUR;12883654;44;
18.03.2025;11:41:23.500;ADEN SI 20250919 PS AM P 26.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;32;1.40000000;1000;EXCHANGE_LAST;;1;1;XEUR;11870237;44;
18.03.2025;11:49:50.120;ADEN SI 20251219 PS AM P 18.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;34;0.36000000;2000;EXCHANGE_LAST;;1;1;XEUR;8107751;44;
18.03.2025;12:17:12.392;ADEN SI 20251219 PS AM P 18.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;36;0.36000000;1000;EXCHANGE_LAST;;1;1;XEUR;8107751;44;
18.03.2025;15:29:02.236;ADEN SI 20250321 PS AM C 29.50 0;SIMPLE_INSTRUMENT;BLOCK;CHF;68;0.48000000;677;EXCHANGE_LAST;;1;1;XEUR;12883654;44;
18.03.2025;15:50:42.751;ADEN SI 20250321 PS AM C 29.50 0;SIMPLE_INSTRUMENT;BLOCK;CHF;70;0.49000000;609;EXCHANGE_LAST;;1;1;XEUR;12883654;44;
18.03.2025;16:22:24.903;ADEN SI 20250321 PS AM C 29.50 0;SIMPLE_INSTRUMENT;BLOCK;CHF;74;0.55000000;1420;EXCHANGE_LAST;;1;1;XEUR;12883654;44;
18.03.2025;12:05:06.551;ADS SI 20250417 PS AM C 220.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;20;10.75000000;300;EXCHANGE_LAST;;1;1;XEUR;12613480;50;
18.03.2025;12:18:13.668;ADS SI 20250417 PS AM C 230.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;22;6.15000000;300;EXCHANGE_LAST;;1;1;XEUR;12613476;50;
18.03.2025;14:31:05.519;ADSG SI 20250321 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;145;222.00000000;2300;EXCHANGE_LAST;;1;1;XEUR;10692279;48;
18.03.2025;10:12:11.326;AI3A SI 20251219 PS AM C 78.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;2;2.90000000;500;EXCHANGE_LAST;;1;1;XEUR;12476533;77252;
18.03.2025;08:40:27.245;ALV SI 20251219 PS AM P 250.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;1;3.10000000;6400;EXCHANGE_LAST;;1;1;XEUR;11151281;74;
18.03.2025;08:40:33.853;ALV SI 20260619 PS AM P 310.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;2;17.45000000;1400;EXCHANGE_LAST;;1;1;XEUR;12715885;74;
18.03.2025;08:44:12.438;ALV SI 20250321 PS AM C 355.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;4;3.55000000;300;EXCHANGE_LAST;;1;1;XEUR;12607087;74;
18.03.2025;11:39:47.093;ALV SI 20261218 PS AM P 320.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;5;23.30000000;700;EXCHANGE_LAST;;2;2;XEUR;7152542;74;
18.03.2025;15:50:53.646;ALV SI 20260619 PS AM P 280.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;10;9.27000000;500;EXCHANGE_LAST;;1;1;XEUR;9537500;74;
18.03.2025;12:22:30.777;ALVG.S.MAR25.JUN25.SPD;FUTURES_SPREAD;BLOCK;EUR;88;9.14520000;100;EXCHANGE_LAST;;1;1;XEUR;72057959110148371;85;
18.03.2025;12:22:30.777;ALVG SI 20250620 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;88;347.35480000;100;PRC_DECOMP_MEMBER;;;;XEUR;11168195;85;MEMBER
18.03.2025;12:22:30.777;ALVG SI 20250321 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;88;356.50000000;100;PRC_DECOMP_MEMBER;;;;XEUR;10693113;85;MEMBER
