#Date;TrdTime;Contract;ContractType;TrdTyp;Currency;TesId;Prc;Qty;TrdInd;Aggressor;Buy;Sell;Exch;InstrumentId;RelatedProdId;PrcDecomp
17.12.2024;11:28:31.067;A2XA SI 20250321 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;59;0.00100000;1232;EXCHANGE_LAST;;1;1;XEUR;10393043;17;
17.12.2024;14:49:12.535;A2XA SI 20251219 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;155;2.10500000;750;EXCHANGE_LAST;;2;1;XEUR;3681055;17;
17.12.2024;13:55:17.903;ABBE.O.241217.COMBO.000001;STANDARD_OPTION_STRATEGY;BLOCK;CHF;48;-0.66000000;5000;EXCHANGE_LAST;;1;1;XEUR;74525121468961267;574516;
17.12.2024;13:55:17.903;ABBE SI 20250919 PS EU P 47.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;48;2.11000000;5000;PRC_DECOMP_EXCHANGE;;;;XEUR;12393060;574516;EXCHANGE
17.12.2024;13:55:17.903;ABBE SI 20250919 PS EU C 54.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;48;2.77000000;5000;PRC_DECOMP_EXCHANGE;;;;XEUR;12393101;574516;EXCHANGE
17.12.2024;11:37:42.911;ABBG SI 20241220 CS;SIMPLE_INSTRUMENT;BLOCK;CHF;70;52.00000000;12000;EXCHANGE_LAST;;2;1;XEUR;8508601;574520;
17.12.2024;12:15:35.469;ABBG SI 20241220 CS;SIMPLE_INSTRUMENT;BLOCK;CHF;80;52.18000000;1000;EXCHANGE_LAST;;1;1;XEUR;8508601;574520;
17.12.2024;12:29:40.443;ABBG SI 20241220 CS;SIMPLE_INSTRUMENT;BLOCK;CHF;95;52.12000000;2000;EXCHANGE_LAST;;1;1;XEUR;8508601;574520;
17.12.2024;13:59:21.577;ABBG.S.DEC24.MAR25.SPD;FUTURES_SPREAD;BLOCK;CHF;119;-0.15000000;7000;EXCHANGE_LAST;;1;1;XEUR;74525138648825903;574520;
17.12.2024;13:59:21.577;ABBG SI 20241220 CS;SIMPLE_INSTRUMENT;BLOCK;CHF;119;51.95850000;7000;PRC_DECOMP_EXCHANGE;;;;XEUR;8508601;574520;EXCHANGE
17.12.2024;13:59:21.577;ABBG SI 20250321 CS;SIMPLE_INSTRUMENT;BLOCK;CHF;119;52.10850000;7000;PRC_DECOMP_EXCHANGE;;;;XEUR;10736154;574520;EXCHANGE
17.12.2024;09:12:18.196;ABBN SI 20250117 PS AM P 49.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;9;0.22000000;3100;EXCHANGE_LAST;;1;1;XEUR;12109194;574517;
