#Date;TrdTime;Contract;ContractType;TrdTyp;Currency;TesId;Prc;Qty;TrdInd;Aggressor;Buy;Sell;Exch;InstrumentId;RelatedProdId;PrcDecomp
08.01.2025;11:53:40.825;A2SG SI 20250321 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;32;0.00100000;870;EXCHANGE_LAST;;1;1;XEUR;10393038;14;
08.01.2025;12:08:42.258;A2SG SI 20251219 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;33;1.50000000;500;EXCHANGE_LAST;;1;2;XEUR;5914262;14;
08.01.2025;09:57:30.062;A2XA SI 20261218 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;6;2.15000000;350;EXCHANGE_LAST;;1;1;XEUR;4632093;17;
08.01.2025;10:37:29.461;A2XA SI 20250620 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;15;2.12500000;1000;EXCHANGE_LAST;;1;1;XEUR;10827630;17;
08.01.2025;11:16:58.075;A2XA SI 20250620 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;21;2.12500000;500;EXCHANGE_LAST;;1;1;XEUR;10827630;17;
08.01.2025;16:36:55.656;A2XA SI 20271217 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;80;1.99000000;275;EXCHANGE_LAST;;2;1;XEUR;5914267;17;
08.01.2025;12:30:32.426;A3NN SI 20251219 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;34;1.10000000;150;EXCHANGE_LAST;;1;1;XEUR;7365514;464375;
08.01.2025;10:18:19.680;ABBN SI 20251219 PS AM P 44.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;12;2.30000000;1000;EXCHANGE_LAST;;1;1;XEUR;8536823;574517;
08.01.2025;11:00:41.436;ABBN SI 20250620 PS AM P 48.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;20;2.48000000;2000;EXCHANGE_LAST;;2;1;XEUR;8902740;574517;
08.01.2025;15:52:03.915;ABBN FI 20250205 CS EU C 52.0500 0;FLEXIBLE_INSTRUMENT;BLOCK;CHF;59;0.55000000;1100;EXCHANGE_LAST;;1;1;XEUR;1155389036332854027;574517;
08.01.2025;11:22:34.727;ADEN SI 20251219 PS AM C 22.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;22;1.95000000;2000;EXCHANGE_LAST;;1;1;XEUR;12430560;44;
08.01.2025;15:39:46.697;ADS SI 20250321 PS AM C 240.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;13;16.25000000;500;EXCHANGE_LAST;;2;1;XEUR;10828524;50;
