#Date;TrdTime;Contract;ContractType;TrdTyp;Currency;TesId;Prc;Qty;TrdInd;Aggressor;Buy;Sell;Exch;InstrumentId;RelatedProdId;PrcDecomp
04.03.2025;13:58:53.143;1COV SI 20260619 PS AM P 48.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;9;2.25000000;500;EXCHANGE_LAST;;1;1;XEUR;9577742;48055;
04.03.2025;13:58:27.573;A2XA SI 20251219 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;42;2.16000000;1300;EXCHANGE_LAST;;1;1;XEUR;3681055;17;
04.03.2025;10:21:54.902;ABBN SI 20250620 PS AM C 53.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;11;0.78000000;2500;EXCHANGE_LAST;;1;1;XEUR;11849035;574517;
04.03.2025;10:58:56.171;ABBN.O.250304.PDIA.000006;STANDARD_OPTION_STRATEGY;BLOCK;CHF;18;0.25000000;3530;EXCHANGE_LAST;;1;1;XEUR;74525125763937764;574517;
04.03.2025;10:58:56.171;ABBN SI 20250321 PS AM P 48.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;18;1.50000000;3530;PRC_DECOMP_MEMBER;;;;XEUR;10886857;574517;MEMBER
04.03.2025;10:58:56.171;ABBN SI 20250417 PS AM P 46.50 0;SIMPLE_INSTRUMENT;BLOCK;CHF;18;1.75000000;3530;PRC_DECOMP_MEMBER;;;;XEUR;12656886;574517;MEMBER
04.03.2025;08:31:19.982;ALC SI 20250919 PS AM P 64.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;1;0.58000000;400;EXCHANGE_LAST;;1;1;XEUR;12127667;130134;
04.03.2025;10:15:35.182;ALC SI 20250919 PS AM P 72.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;10;1.33000000;740;EXCHANGE_LAST;;1;1;XEUR;11913753;130134;
04.03.2025;13:46:40.839;ALC SI 20250620 PS AM P 80.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;44;2.50000000;1500;EXCHANGE_LAST;;1;2;XEUR;11394712;130134;
04.03.2025;11:16:12.097;ALV SI 20260619 PS AM C 310.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;4;39.10000000;900;EXCHANGE_LAST;;1;1;XEUR;12715881;74;
04.03.2025;11:16:06.622;ALV SI 20260619 PS AM P 310.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;5;22.00000000;900;EXCHANGE_LAST;;1;1;XEUR;12715885;74;
04.03.2025;11:10:50.061;ALV SI 20251219 PS AM P 300.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;6;10.82000000;300;EXCHANGE_LAST;;1;1;XEUR;11786626;74;
04.03.2025;11:16:17.668;ALV.O.250304.STD.000009;STANDARD_OPTION_STRATEGY;BLOCK;EUR;7;60.00000000;1100;EXCHANGE_LAST;;1;1;XEUR;72057911865569554;74;
04.03.2025;11:16:17.668;ALV SI 20251219 PS AM C 290.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;7;51.00000000;1100;PRC_DECOMP_MEMBER;;;;XEUR;12056997;74;MEMBER
04.03.2025;11:16:17.668;ALV SI 20251219 PS AM P 290.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;7;9.00000000;1100;PRC_DECOMP_MEMBER;;;;XEUR;12056991;74;MEMBER
04.03.2025;13:18:11.315;ANN.N.250304.000002;NON_STANDARD_OPTION_STRATEGY;BLOCK;EUR;17;2.15000000;1000;EXCHANGE_LAST;;1;1;XEUR;72251735149669675;45202;
04.03.2025;13:18:11.315;ANN SI 20250516 PS AM P 24.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;17;0.25000000;1000;PRC_DECOMP_EXCHANGE;;;;XEUR;12838458;45202;EXCHANGE
04.03.2025;13:18:11.315;ANN SI 20250516 PS AM P 28.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;17;1.20000000;2000;PRC_DECOMP_EXCHANGE;;;;XEUR;12838443;45202;EXCHANGE
04.03.2025;14:31:03.995;ANN SI 20281215 PS AM P 24.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;21;3.98000000;2500;EXCHANGE_LAST;;1;1;XEUR;10433467;45202;
04.03.2025;16:43:38.287;AOMH SI 20251219 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;95;20.47180000;370;EXCHANGE_LAST;;1;1;XEUR;11420303;840006;
04.03.2025;09:13:10.528;ASM.O.250304.PDIA.000002;STANDARD_OPTION_STRATEGY;BLOCK;EUR;1;0.30000000;300;EXCHANGE_LAST;;1;1;XEUR;72058053599446490;107;
04.03.2025;09:13:10.528;ASM SI 20250417 PS AM P 620.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;1;16.54000000;300;PRC_DECOMP_EXCHANGE;;;;XEUR;12614550;107;EXCHANGE
04.03.2025;09:13:10.528;ASM SI 20250321 PS AM P 660.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;1;16.24000000;300;PRC_DECOMP_EXCHANGE;;;;XEUR;12432580;107;EXCHANGE
04.03.2025;16:05:08.279;ASM SI 20250620 PS AM P 640.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;21;43.21000000;150;EXCHANGE_LAST;;1;1;XEUR;7898589;107;
04.03.2025;09:30:29.633;B2NP SI 20261218 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;1;4.82000000;100;EXCHANGE_LAST;;1;1;XEUR;6798320;131;
04.03.2025;11:17:11.967;B2NP SI 20251219 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;17;7.37000000;350;EXCHANGE_LAST;;1;1;XEUR;5914355;131;
04.03.2025;09:36:59.799;BAEN.O.250304.RBER.000001;STANDARD_OPTION_STRATEGY;BLOCK;CHF;7;-0.70000000;500;EXCHANGE_LAST;;1;1;XEUR;72058276937746726;159;
04.03.2025;09:36:59.799;BAEN SI 20250919 PS AM P 38.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;7;0.35000000;1000;PRC_DECOMP_EXCHANGE;;;;XEUR;11872937;159;EXCHANGE
04.03.2025;09:36:59.799;BAEN SI 20250919 PS AM P 50.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;7;1.40000000;500;PRC_DECOMP_EXCHANGE;;;;XEUR;11872948;159;EXCHANGE
04.03.2025;13:46:42.517;BAEN SI 20250620 PS AM P 36.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;45;0.17000000;850;EXCHANGE_LAST;;1;1;XEUR;7899014;159;
04.03.2025;16:46:30.471;BAEN SI 20261218 PS AM C 68.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;64;4.10000000;600;EXCHANGE_LAST;;1;1;XEUR;7153567;159;
04.03.2025;12:01:56.187;BARN SI 20250417 PS AM C 1220.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;30;21.17000000;500;EXCHANGE_LAST;;1;1;XEUR;12615042;149;
04.03.2025;10:21:04.416;BAS SI 20251219 PS AM P 34.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;4;0.81000000;700;EXCHANGE_LAST;;1;1;XEUR;12433142;150;
04.03.2025;09:32:28.328;BAY SI 20250321 PS AM P 22.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;2;0.56000000;2000;EXCHANGE_LAST;;1;1;XEUR;10831467;168;
04.03.2025;10:28:28.529;BAY.O.250304.BUL.000018;STANDARD_OPTION_STRATEGY;BLOCK;EUR;5;0.71000000;20000;EXCHANGE_LAST;;3;1;XEUR;72058315592508967;168;
04.03.2025;10:28:28.529;BAY SI 20250620 PS AM C 24.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;5;2.10000000;20000;PRC_DECOMP_EXCHANGE;;;;XEUR;8112550;168;EXCHANGE
04.03.2025;10:28:28.529;BAY SI 20250620 PS AM C 26.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;5;1.39000000;20000;PRC_DECOMP_EXCHANGE;;;;XEUR;10324700;168;EXCHANGE
04.03.2025;11:14:06.028;BAY.O.250304.BLT.000024;STANDARD_OPTION_STRATEGY;BLOCK;EUR;7;0.67000000;10000;EXCHANGE_LAST;;1;3;XEUR;72058315592508973;168;
04.03.2025;11:14:06.028;BAY SI 20250620 PS AM C 26.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;7;1.51000000;10000;PRC_DECOMP_EXCHANGE;;;;XEUR;10324700;168;EXCHANGE
04.03.2025;11:14:06.028;BAY SI 20250417 PS AM C 26.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;7;0.84000000;10000;PRC_DECOMP_EXCHANGE;;;;XEUR;12615434;168;EXCHANGE
04.03.2025;14:00:34.932;BAY SI 20250321 PS AM P 22.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;10;0.54000000;5000;EXCHANGE_LAST;;1;1;XEUR;10831467;168;
04.03.2025;14:01:08.841;BAY SI 20250321 PS AM P 20.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;11;0.16000000;5000;EXCHANGE_LAST;;1;1;XEUR;10831440;168;
04.03.2025;14:29:41.040;BAY SI 20250321 PS AM C 26.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;12;0.55000000;4000;EXCHANGE_LAST;;1;1;XEUR;10831479;168;
04.03.2025;15:36:31.343;BAY SI 20250321 PS AM C 23.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;13;1.80000000;625;EXCHANGE_LAST;;1;1;XEUR;11234147;168;
04.03.2025;08:41:53.084;BCVN SI 20250919 PS AM P 72.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;2;0.70000000;500;EXCHANGE_LAST;;1;1;XEUR;11873736;185;
04.03.2025;09:52:14.014;BGNF SI 20250320 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;2;49.80000000;1300;EXCHANGE_LAST;;1;1;XEUR;10690905;626574;
04.03.2025;14:36:45.323;BMW SI 20250321 PS AM C 86.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;23;1.40000000;500;EXCHANGE_LAST;;1;1;XEUR;12434890;210;
