#Date;TrdTime;Contract;ContractType;TrdTyp;Currency;TesId;Prc;Qty;TrdInd;Aggressor;Buy;Sell;Exch;InstrumentId;RelatedProdId;PrcDecomp
22.11.2024;10:55:51.367;A2LV SI 20251219 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;14;15.09000000;20;EXCHANGE_LAST;;1;2;XEUR;3681050;12;
22.11.2024;12:55:20.873;A2SM SI 20250620 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;34;3.72000000;21;EXCHANGE_LAST;;1;1;XEUR;10827631;15;
22.11.2024;09:35:20.942;A2XA SI 20251219 CS;SIMPLE_INSTRUMENT;BLOCK;EUR;1;2.12000000;1000;EXCHANGE_LAST;;4;1;XEUR;3681055;17;
22.11.2024;11:16:53.332;AAR.O.241122.STG.000001;STANDARD_OPTION_STRATEGY;BLOCK;EUR;3;1.54000000;2000;EXCHANGE_LAST;;1;1;XEUR;72264396713237660;48150;
22.11.2024;11:16:53.332;AAR SI 20250620 PS AM P 14.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;3;1.01000000;2000;PRC_DECOMP_EXCHANGE;;;;XEUR;7922454;48150;EXCHANGE
22.11.2024;11:16:53.332;AAR SI 20250620 PS AM C 16.00 0;SIMPLE_INSTRUMENT;BLOCK;EUR;3;0.53000000;2000;PRC_DECOMP_EXCHANGE;;;;XEUR;7922460;48150;EXCHANGE
22.11.2024;10:54:27.844;ADEN.O.241122.STG.000001;STANDARD_OPTION_STRATEGY;BLOCK;CHF;15;3.35000000;2650;EXCHANGE_LAST;;3;1;XEUR;72057783016514559;44;
22.11.2024;10:54:27.844;ADEN SI 20251219 PS AM C 24.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;15;1.44000000;2650;PRC_DECOMP_EXCHANGE;;;;XEUR;7509267;44;EXCHANGE
22.11.2024;10:54:27.844;ADEN SI 20251219 PS AM P 20.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;15;1.91000000;2650;PRC_DECOMP_EXCHANGE;;;;XEUR;7753932;44;EXCHANGE
22.11.2024;10:48:38.414;ADEN SI 20250620 PS AM P 19.00 0;SIMPLE_INSTRUMENT;BLOCK;CHF;16;0.93000000;2000;EXCHANGE_LAST;;1;1;XEUR;11347912;44;
